id_acidente,id_veiculo,TipoVeiculo,SexoCondutor,idade_condutor,CategoriaHabilitacao,UsaCintoSeguranca,EstadoAlcoolizacao,escolaridade
D021800949,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021800952,01,automóvel,Masculino,21,Habilitado,Sem Informação,Suspeita de Álcool,Ensino Fundamental II
D021800953,01,moto,Feminino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021800953,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021800955,01,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021800955,02,moto,Masculino,30,Sem Informação,Sem Informação,Branco,Ensino Médio
D021800956,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Sem Informação
D021800956,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021800956,03,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021800959,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021800961,01,moto,Feminino,40,Sem Informação,Sem Informação,Branco,Ensino Médio
D021800961,02,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021800964,01,moto,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021800965,01,moto,Masculino,28,Sem Informação,Sem Informação,Suspeita de Álcool,Ensino Médio
D021800965,02,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Sem Informação
D021800967,01,ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021800968,01,ônibus,Masculino,42,Sem Informação,Sem Informação,Branco,Ensino Médio
D021800974,01,automóvel,Feminino,38,Sem Informação,Sem Informação,Branco,Ensino Médio
D021800977,01,moto,Masculino,21,Sem Informação,Sem Informação,Branco,Sem Informação
D021800977,02,automóvel,Masculino,23,Inabilitado,Sem Informação,Branco,Ensino Fundamental II
D021800978,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021800978,02,automóvel,Masculino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021800979,01,moto,Masculino,18,Inabilitado,Sem Informação,Branco,Sem Informação
D021800979,02,automóvel,Feminino,41,Sem Informação,Sem Informação,Branco,Superior
D021800988,01,moto,Masculino,41,Sem Informação,Sem Informação,Branco,Superior
D021800989,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021800989,02,automóvel,Masculino,37,Sem Informação,Sem Informação,Branco,Sem Informação
D021800992,01,moto,Masculino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021800992,02,automóvel,Feminino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021800995,01,automóvel,Masculino,60,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021800995,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801001,01,caminhonete,Masculino,50,Inabilitado,Sem Informação,Branco,Ensino Fundamental I
D021801004,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801005,01,moto,Masculino,32,Habilitado,Sem Informação,Branco,Sem Informação
D021801005,02,ônibus,Masculino,33,Habilitado,Sem Informação,Branco,Sem Informação
D021801006,01,moto,Masculino,19,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801006,02,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801007,01,moto,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801008,01,ônibus,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801014,01,bicicleta,Feminino,18,Não Exigível,Sem Informação,Branco,Sem Informação
D021801014,02,automóvel,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801020,01,automóvel,Masculino,52,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801020,02,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801021,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801027,01,moto,Masculino,20,Habilitado,Sem Informação,Branco,Ensino Fundamental II
D021801027,02,automóvel,Masculino,39,Habilitado,Sem Informação,Branco,Sem Informação
D021801036,01,automóvel,Masculino,46,Sem Informação,Sem Informação,Branco,Sem Informação
D021801037,01,moto,Feminino,35,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801039,01,moto,Masculino,25,Inabilitado,Sem Informação,Branco,Sem Informação
D021801039,02,ônibus,Masculino,28,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801042,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801044,01,moto,Masculino,21,Inabilitado,Sem Informação,Branco,Sem Informação
D021801044,02,automóvel,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801045,01,automóvel,Feminino,62,Sem Informação,Sem Informação,Branco,Superior
D021801045,02,automóvel,Feminino,40,Sem Informação,Sem Informação,Branco,Superior
D021801045,03,automóvel,Feminino,40,Sem Informação,Sem Informação,Branco,Superior
D021801051,01,ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801052,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Superior
D021801052,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801052,03,automóvel,Feminino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801055,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801055,02,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801056,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Superior
D021801056,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801062,01,ônibus,Masculino,26,Sem Informação,Sem Informação,Branco,Sem Informação
D021801064,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801066,01,automóvel,Masculino,56,Inabilitado,Sem Informação,Branco,Ensino Fundamental I
D021801066,02,bicicleta,Masculino,64,Não Exigível,Sem Informação,Branco,Ensino Fundamental I
D021801069,01,moto,Masculino,30,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801069,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801070,01,automóvel,Masculino,33,Habilitado,Sem Informação,Suspeita de Álcool,Ensino Médio
D021801070,02,automóvel,Feminino,24,Habilitado,Sem Informação,Branco,Superior
D021801074,01,sem informação,Masculino,51,Sem Informação,Sem Informação,Branco,Sem Informação
D021801074,02,moto,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021801076,01,moto,Masculino,42,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801076,02,ônibus,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021801078,01,moto,Masculino,60,Sem Informação,Sem Informação,Branco,Superior
D021801078,02,automóvel,Masculino,43,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801091,01,automóvel,Masculino,28,Habilitado,Sem Informação,Branco,Ensino Fundamental II
D021801091,02,ônibus,Masculino,44,Habilitado,Sem Informação,Branco,Sem Informação
D021801092,01,micro-ônibus,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801093,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801094,01,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021801094,02,automóvel,Masculino,40,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801095,01,automóvel,Masculino,59,Habilitado,Sem Informação,Branco,Superior
D021801095,02,ônibus,Masculino,42,Habilitado,Sem Informação,Branco,Sem Informação
D021801100,01,automóvel,Masculino,31,Inabilitado,Sem Informação,Branco,Sem Informação
D021801101,01,moto,Masculino,36,Sem Informação,Sem Informação,Branco,Superior
D021801101,02,caminhonete,Feminino,71,Sem Informação,Sem Informação,Branco,Superior
D021801103,01,moto,Masculino,20,Inabilitado,Sem Informação,Alcoolizado,Sem Informação
D021801103,02,automóvel,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801115,01,moto,Masculino,32,Habilitado,Sem Informação,Branco,Ensino Médio
D021801115,02,automóvel,Feminino,51,Habilitado,Sem Informação,Branco,Superior
D021801115,03,automóvel,Masculino,42,Habilitado,Sem Informação,Branco,Ensino Médio
D021801116,01,micro-ônibus,Feminino,32,Habilitado,Sem Informação,Branco,Sem Informação
D021801124,01,moto,Masculino,26,Inabilitado,Sem Informação,Branco,Ensino Fundamental II
D021801125,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Sem Informação
D021801136,01,caminhonete,Masculino,36,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021801136,02,automóvel,Masculino,24,Sem Informação,Sem Informação,Alcoolizado,Ensino Médio
D021801138,01,automóvel,Feminino,24,Sem Informação,Sem Informação,Branco,Superior
D021801139,01,moto,Masculino,37,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021801139,02,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021801142,01,automóvel,Masculino,38,Inabilitado,Sem Informação,Branco,Ensino Médio
D021801143,01,automóvel,Masculino,55,Sem Informação,Sem Informação,Branco,Sem Informação
D021801148,01,ônibus,Masculino,59,Sem Informação,Sem Informação,Branco,Sem Informação
D021801151,01,moto,Masculino,25,Sem Informação,Sem Informação,Branco,Sem Informação
D021801151,02,automóvel,Feminino,40,Sem Informação,Sem Informação,Branco,Superior
D021801152,01,moto,Masculino,18,Inabilitado,Sem Informação,Branco,Ensino Médio
D021801153,01,automóvel,Masculino,25,Sem Informação,Sem Informação,Branco,Sem Informação
D021801153,02,automóvel,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801157,01,bicicleta,Masculino,17,Não Exigível,Sem Informação,Branco,Ensino Fundamental I
D021801157,02,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801160,01,ônibus urbano,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801164,01,automóvel,Feminino,32,Sem Informação,Sem Informação,Branco,Sem Informação
D021801164,02,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021801167,01,moto,Masculino,18,Sem Informação,Sem Informação,Branco,Superior
D021801168,01,moto,Masculino,37,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801169,01,moto,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801169,02,automóvel,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801174,01,automóvel,Masculino,28,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801175,01,moto,Masculino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021801175,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801177,01,ônibus,Masculino,43,Sem Informação,Sem Informação,Branco,Sem Informação
D021801178,01,moto,Masculino,21,Sem Informação,Sem Informação,Branco,Sem Informação
D021801178,02,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801179,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801179,02,moto,Masculino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021801182,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Sem Informação
D021801182,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801185,01,moto,Masculino,21,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801185,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801187,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801193,01,automóvel,Masculino,28,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801195,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801196,01,ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801197,01,automóvel,Masculino,50,Sem Informação,Sem Informação,Branco,Sem Informação
D021801199,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Superior
D021801199,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801201,01,ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801203,01,moto,Masculino,45,Sem Informação,Sem Informação,Branco,Superior
D021801207,01,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801207,02,automóvel,Masculino,21,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801210,01,automóvel,Feminino,36,Habilitado,Sem Informação,Branco,Ensino Médio
D021801210,02,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021801211,01,automóvel,Masculino,48,Inabilitado,Sem Informação,Branco,Ensino Fundamental I
D021801212,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Sem Informação
D021801212,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801213,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801213,02,ônibus,Masculino,41,Sem Informação,Sem Informação,Branco,Sem Informação
D021801214,01,moto,Masculino,18,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801214,02,automóvel,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801215,01,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801222,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801222,02,moto,Masculino,30,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801225,01,automóvel,Masculino,21,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801226,01,moto,Masculino,18,Sem Informação,Sem Informação,Branco,Sem Informação
D021801227,01,moto,Masculino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021801227,02,automóvel,Feminino,28,Sem Informação,Sem Informação,Branco,Superior
D021801228,01,automóvel,Feminino,35,Sem Informação,Sem Informação,Branco,Superior
D021801228,02,moto,Masculino,54,Sem Informação,Sem Informação,Branco,Superior
D021801230,01,automóvel,Masculino,39,Sem Informação,Sem Informação,Branco,Sem Informação
D021801234,01,moto,Masculino,17,Inabilitado,Sem Informação,Branco,Ensino Fundamental II
D021801236,01,moto,Masculino,21,Inabilitado,Sem Informação,Branco,Ensino Fundamental I
D021801236,02,automóvel,Masculino,32,Habilitado,Sem Informação,Branco,Sem Informação
D021801238,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Sem Informação
D021801238,02,automóvel,Masculino,38,Sem Informação,Sem Informação,Branco,Superior
D021801241,01,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801241,02,automóvel,Feminino,36,Sem Informação,Sem Informação,Branco,Superior
D021801242,01,sem informação,Masculino,27,Sem Informação,Sem Informação,Branco,Sem Informação
D021801249,01,automóvel,Feminino,34,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801252,01,moto,Masculino,23,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801256,01,sem informação,Masculino,35,Sem Informação,Sem Informação,Branco,Superior
D021801256,02,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801261,01,moto,Masculino,34,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801261,02,caminhão,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801262,01,automóvel,Masculino,60,Habilitado,Sem Informação,Não Alcoolizado ,Ensino Fundamental II
D021801264,01,moto,Masculino,41,Sem Informação,Sem Informação,Branco,Sem Informação
D021801265,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801265,02,caminhonete,Masculino,40,Sem Informação,Sem Informação,Branco,Sem Informação
D021801272,01,moto,Masculino,27,Habilitado,Sem Informação,Branco,Sem Informação
D021801272,02,automóvel,Masculino,30,Habilitado,Sem Informação,Branco,Superior
D021801273,01,automóvel,Masculino,66,Habilitado,Sem Informação,Branco,Sem Informação
D021801275,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801277,01,automóvel,Feminino,18,Sem Informação,Sem Informação,Branco,Sem Informação
D021801277,02,automóvel,Masculino,37,Sem Informação,Sem Informação,Branco,Sem Informação
D021801281,01,automóvel,Masculino,43,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801284,01,moto,Masculino,26,Sem Informação,Sem Informação,Branco,Sem Informação
D021801284,02,automóvel,Feminino,36,Sem Informação,Sem Informação,Branco,Superior
D021801285,01,automóvel,Feminino,45,Sem Informação,Sem Informação,Branco,Superior
D021801285,02,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801285,03,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801288,01,moto,Masculino,18,Inabilitado,Sem Informação,Branco,Sem Informação
D021801288,02,automóvel,Feminino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021801292,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801306,01,moto,Masculino,41,Habilitado,Sem Informação,Branco,Ensino Médio
D021801307,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801307,02,automóvel,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801308,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801308,02,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801312,01,automóvel,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801313,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801315,01,automóvel,Feminino,40,Sem Informação,Sem Informação,Branco,Superior
D021801315,02,van,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801318,01,moto,Masculino,37,Sem Informação,Sem Informação,Branco,Superior
D021801318,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801319,01,moto,Masculino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021801319,02,automóvel,Masculino,45,Inabilitado,Sem Informação,Branco,Sem Informação
D021801322,01,automóvel,Masculino,35,Sem Informação,Sem Informação,Alcoolizado,Sem Informação
D021801324,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801324,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801327,01,moto,Masculino,19,Inabilitado,Sem Informação,Branco,Ensino Médio
D021801334,01,automóvel,Masculino,34,Habilitado,Sem Informação,Suspeita de Álcool,Sem Informação
D021801335,01,automóvel,Feminino,57,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021801335,02,automóvel,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801335,03,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801342,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801342,02,automóvel,Masculino,25,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801350,01,caminhão,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801350,02,moto,Masculino,21,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801355,01,moto,Masculino,25,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801355,02,caminhonete,Masculino,56,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801356,01,moto,Masculino,34,Habilitado,Sem Informação,Branco,Sem Informação
D021801363,01,automóvel,Masculino,21,Sem Informação,Sem Informação,Branco,Sem Informação
D021801363,02,automóvel,Masculino,26,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801365,01,moto,Masculino,20,Habilitado,Sem Informação,Branco,Ensino Médio
D021801365,02,automóvel,Masculino,44,Inabilitado,Sem Informação,Branco,Ensino Fundamental I
D021801366,01,automóvel,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021801366,02,automóvel,Masculino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021801368,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801369,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801369,02,caminhão,Masculino,32,Sem Informação,Sem Informação,Branco,Sem Informação
D021801370,01,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021801370,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801372,01,moto,Masculino,38,Habilitado,Sem Informação,Branco,Sem Informação
D021801374,01,moto,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801375,01,caminhonete,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801375,02,sem informação,Feminino,58,Sem Informação,Sem Informação,Branco,Sem Informação
D021801378,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Sem Informação
D021801379,01,moto,Masculino,28,Sem Informação,Sem Informação,Branco,Superior
D021801383,01,moto,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801387,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801387,02,automóvel,Masculino,21,Sem Informação,Sem Informação,Branco,Sem Informação
D021801391,01,moto,Masculino,22,Inabilitado,Sem Informação,Branco,Sem Informação
D021801391,02,automóvel,Feminino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801394,01,automóvel,Feminino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801398,01,moto,Masculino,39,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801398,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801399,01,ônibus,Masculino,44,Sem Informação,Sem Informação,Branco,Sem Informação
D021801405,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801405,02,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801409,01,ônibus,Masculino,52,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021801410,01,moto,Masculino,28,Inabilitado,Sem Informação,Branco,Ensino Fundamental II
D021801410,02,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801411,01,automóvel,Masculino,24,Sem Informação,Sem Informação,Alcoolizado,Ensino Médio
D021801411,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801420,01,bicicleta,Masculino,18,Não Exigível,Sem Informação,Branco,Ensino Fundamental II
D021801422,01,automóvel,Masculino,60,Sem Informação,Sem Informação,Branco,Superior
D021801422,02,ônibus,Masculino,46,Sem Informação,Sem Informação,Branco,Sem Informação
D021801426,01,moto,Masculino,46,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801426,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801428,01,automóvel,Feminino,34,Habilitado,Sem Informação,Branco,Superior
D021801428,02,automóvel,Masculino,69,Sem Informação,Sem Informação,Branco,Superior
D021801430,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801430,02,bicicleta,Masculino,29,Não Exigível,Sem Informação,Branco,Ensino Médio
D021801433,01,automóvel,Feminino,29,Sem Informação,Sem Informação,Branco,Superior
D021801433,02,moto,Masculino,25,Sem Informação,Sem Informação,Branco,Sem Informação
D021801436,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801436,02,automóvel,Masculino,50,Sem Informação,Sem Informação,Branco,Sem Informação
D021801438,01,moto,Masculino,21,Sem Informação,Sem Informação,Branco,Sem Informação
D021801442,01,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Sem Informação
D021801442,02,automóvel,Masculino,27,Sem Informação,Sem Informação,Branco,Sem Informação
D021801446,01,ônibus,Masculino,49,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801448,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Sem Informação
D021801448,02,automóvel,Feminino,38,Sem Informação,Sem Informação,Branco,Sem Informação
D021801450,01,automóvel,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801450,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801451,01,automóvel,Masculino,29,Sem Informação,Sem Informação,Branco,Sem Informação
D021801451,02,caminhonete,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801452,01,moto,Masculino,26,Sem Informação,Sem Informação,Branco,Sem Informação
D021801452,02,automóvel,Feminino,31,Sem Informação,Sem Informação,Branco,Superior
D021801454,01,moto,Masculino,42,Sem Informação,Sem Informação,Branco,Superior
D021801454,02,automóvel,Feminino,31,Sem Informação,Sem Informação,Branco,Superior
D021801460,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801466,01,moto,Masculino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021801467,01,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801473,01,bicicleta,Masculino,30,Não Exigível,Sem Informação,Branco,Ensino Médio
D021801473,02,automóvel,Masculino,53,Sem Informação,Sem Informação,Branco,Sem Informação
D021801476,01,moto,Masculino,47,Sem Informação,Sem Informação,Branco,Sem Informação
D021801476,02,automóvel,Masculino,18,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801479,01,moto,Masculino,35,Sem Informação,Sem Informação,Não Alcoolizado ,Ensino Fundamental II
D021801479,02,automóvel,Masculino,53,Sem Informação,Sem Informação,Não Alcoolizado ,Ensino Fundamental II
D021801481,01,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021801481,02,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801487,01,ônibus,Masculino,34,Sem Informação,Sem Informação,Branco,Superior
D021801488,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Superior
D021801492,01,moto,Masculino,25,Sem Informação,Sem Informação,Branco,Sem Informação
D021801492,02,automóvel,Masculino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021801493,01,bicicleta,Masculino,40,Não Exigível,Sem Informação,Branco,Superior
D021801493,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801496,01,moto,Masculino,19,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801496,02,ônibus,Masculino,37,Sem Informação,Sem Informação,Branco,Sem Informação
D021801500,01,automóvel,Feminino,42,Sem Informação,Sem Informação,Branco,Superior
D021801504,01,moto,Masculino,17,Inabilitado,Sem Informação,Branco,Sem Informação
D021801504,02,automóvel,Feminino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021801505,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Suspeita de Álcool,Sem Informação
D021801505,02,automóvel,Masculino,50,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801506,01,moto,Masculino,17,Inabilitado,Sem Informação,Branco,Ensino Fundamental I
D021801506,02,ônibus,Masculino,42,Sem Informação,Sem Informação,Branco,Sem Informação
D021801512,01,automóvel,Feminino,42,Sem Informação,Sem Informação,Branco,Superior
D021801512,02,moto,Masculino,48,Sem Informação,Sem Informação,Branco,Sem Informação
D021801513,01,automóvel,Masculino,45,Sem Informação,Sem Informação,Suspeita de Álcool,Sem Informação
D021801514,01,automóvel,Masculino,58,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801515,01,moto,Masculino,45,Sem Informação,Sem Informação,Branco,Sem Informação
D021801515,02,caminhão,Masculino,45,Sem Informação,Sem Informação,Branco,Sem Informação
D021801515,03,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
