id_acidente,cadlogA,nomeA,cadlogB,nomeB,alt_num,referencia,data,hora,CodigoAcidente,dp,bo,automovel,moto,onibus,caminhao,bicicleta,onibus_fretado,onibus_urbano,microonibus,caminhonete,carroca,outros,sem_informacao,ferida,obito,det,distrito,princ_a,princ_b,TipoAcidente,latitude,longitude,geocoding,obstaculo,observacao,ocorrenciaPolicial
D021801319,03509,BELMIRA MARIN, AV  DONA ,33732,ARTUR SARAIVA BARBOZA, RUA,0,               ,17/02/2018,07:10,com vítima,101,1489  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,30,03509,33732,Colisão transversal,-23.7376,-46.6921,,,,
D021801322,33015,SADAMU INOUE, AV ,     ,,2663,               ,27/02/2018,00:40,com vítima,25 ,1829  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SU4,55,33015,,Queda veículo,-23.7927,-46.7286,,,,
D021801324,06238,NACOES UNIDAS, AV  DAS,31919,ROBERTO MARINHO, AV  JORN ,0,               ,21/02/2018,18:11,com vítima,96 ,528   ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,PB ,35,06238,31919,Colisão traseira,-23.6119,-46.6981,,,,
D021801327,45511,CRISTOVAO DE MOLINA, RUA,     ,,157,               ,12/02/2018,06:00,com vítima,54 ,1351  ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,LE4,25,45511,,Choque,-23.5877,-46.3965,,PI,,
D021801334,03637,BRAZ LEME, AV ,     ,,474,               ,11/02/2018,20:55,com vítima,13 ,1179  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CN1,21,03637,,Choque,-23.5106,-46.6527,,VE,,
D021801335,04128,CANGAIBA, AV ,     ,,1813,               ,26/02/2018,22:11,com vítima,10 ,1662  ,2,0,0,0,0,0,0,0,0,0,0,1,2,0,LE3,18,04128,,Colisão traseira,-23.508,-46.5366,,,,
D021801342,08466,GUILHERME, AV ,     ,,1515,               ,11/02/2018,14:45,com vítima,09 ,1288  ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,CN2,86,08466,,Colisão lateral,-23.5098,-46.6007,,,,
D021801350,35508,SIMAO CAETANO NUNES, AV ,     ,,1,               ,01/02/2018,15:30,com vítima,47 ,1041  ,0,1,0,1,0,0,0,0,0,0,0,0,1,0,SO3,43,35508,,Colisão,-23.692,-46.7794,,,,
D021801355,15829,PEDRALIA, RUA,03978,CAMILO CASTELO BRANCO, AV ,0,               ,07/02/2018,13:20,com vítima,16 ,1154  ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,SU1,27,03978,15829,Colisão frontal,-23.6065,-46.6186,,,,
D021801356,13133,MARIA AMALIA LOPES AZEVEDO, RUA,     ,,5000,               ,28/02/2018,19:15,atropelamento,73 ,2099  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,81,13133,,Atropelamento,-23.4568,-46.5853,,,,
D021801363,72670,INACIO MONTEIRO, RUA,     ,,600,               ,25/02/2018,06:50,com vítima,44 ,1135  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,LE4,25,72670,,Colisão transversal,-23.5675,-46.4023,,,,
D021801365,36045,MARCILAC, ES  ENG  ,     ,,377,               ,20/02/2018,12:15,com vítima,25 ,600   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,55,36045,,Colisão,-23.8388,-46.7374,,,,
D021801366,00351,AGUA FRIA, AV ,     ,,1105,               ,15/02/2018,19:35,com vítima,20 ,724   ,2,0,0,0,0,0,0,0,0,0,0,0,2,0,CN2,70,00351,,Colisão transversal,-23.4789,-46.6215,,,,
D021801368,09513,ITAMUMBUCA, RUA,     ,,229,               ,03/02/2018,21:30,atropelamento,56 ,787   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE1,93,09513,,Atropelamento,-23.5834,-46.5818,,,,
D021801369,13881,MIGUEL, AV  S    ,     ,,1469,               ,28/02/2018,09:00,com vítima,24 ,1634  ,0,1,0,1,0,0,0,0,0,0,0,0,1,0,LE3,64,13881,,Colisão lateral,-23.5126,-46.5161,,,,
D021801370,03454,BOM PASTOR, RUA,     ,,2810,               ,04/02/2018,22:15,com vítima,17 ,632   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,34,03454,,Colisão,-23.6006,-46.6037,,,,
D021801372,06642,ESTADO, AV  DO ,09831,JAGUARA, RUA BR    DE ,0,               ,27/02/2018,11:58,atropelamento,08 ,1257  ,0,1,0,0,0,0,0,0,0,0,0,0,2,0,SE2,14,06642,9831,Atropelamento,-23.5572,-46.6175,,,,
D021801374,16878,RAPOSO TAVARES, VIA,     ,,15000,               ,23/02/2018,18:00,com vítima,51 ,826   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,RV1,65,16878,,Queda moto/bicicleta,-23.5857,-46.7593,,,,
D021801375,09836,JAGUARE, AV ,     ,,1178,               ,24/02/2018,17:00,com vítima,93 ,999   ,0,0,0,0,0,0,0,0,1,0,0,1,2,0,OE2,41,09836,,Sem Informação,-23.5503,-46.7393,,,,
D021801378,02483,ATLANTICA ANT. ROBERT KENNEDY, AV ,     ,,6380,               ,25/02/2018,05:45,com vítima,102,1754  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,23,02483,,Choque,-23.7175,-46.7014,,PA,,
D021801379,02472,ATICA, RUA,     ,,42,               ,22/02/2018,07:30,atropelamento,27 ,1625  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU3,15,02472,,Atropelamento,-23.6351,-46.6692,,,,
D021801383,35439,DEODORO, RUA MAL  ,     ,,250,               ,08/02/2018,22:40,com vítima,11 ,834   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SO2,71,35439,,Queda moto/bicicleta,-23.6389,-46.6985,,,,
D021801387,18803,TEODORO, RUA S    ,     ,,380,               ,07/02/2018,23:30,com vítima,32 ,1222  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SE3,57,18803,,Colisão transversal,-23.553,-46.4563,,,,
D021801391,21629,ELISIO CORDEIRO DE SIQUEIRA, AV ,     ,,111,               ,20/02/2018,16:28,com vítima,33 ,900017,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,40,21629,,Colisão,-23.5072,-46.7474,,,,
D021801394,03560,FREIRE BRAYNER, RUA,     ,,20,               ,01/02/2018,20:00,atropelamento,95 ,359   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE2,34,03560,,Atropelamento,-23.6034,-46.5939,,,,
D021801398,06808,EUROPA, AV ,     ,,3000,               ,14/02/2018,18:30,com vítima,15 ,1547  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE1,62,06808,,Queda moto/bicicleta,-23.578,-46.6811,,,,
D021801399,05947,EDGAR FACO, AV  GAL  ,     ,,100,               ,15/02/2018,06:43,atropelamento,28 ,544   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,TT ,29,05947,,Atropelamento,-23.5056,-46.7056,,,,
D021801405,29772,MARGINAL DO RIO TIETE, AV ,     ,,0,NC             ,05/02/2018,11:40,com vítima,91 ,308   ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,TT ,63,29772,,Colisão lateral,-23.507,-46.7136,,,,
D021801409,06613,ESPERANTINA, AV ,     ,,285,               ,20/02/2018,05:40,com vítima,64 ,979   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,LE3,5 ,06613,,Queda ocupante dentro,-23.5317,-46.483,,,,
D021801410,70645,JOSE DA CUNHA PONTE, RUA,     ,,120,               ,03/02/2018,14:34,com vítima,45 ,809   ,0,2,0,0,0,0,0,0,0,0,0,0,2,0,NO2,11,70645,,Colisão,-23.46,-46.6859,,,,
D021801411,03458,BOM SUCESSO, RUA,     ,,872,               ,13/02/2018,20:40,com vítima,30 ,721   ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SE2,80,03458,,Choque,-23.5459,-46.5777,,VE,,
D021801420,67267,GERVASIO MOTA DA VITORIA, RUA,     ,,44,               ,21/02/2018,20:40,atropelamento,53 ,1171  ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,SE3,24,67267,,Atropelamento,-23.5584,-46.4695,,,,
D021801422,15507,TEOTONIO VILELA, AV  SEN  ,     ,,6105,               ,05/02/2018,21:00,com vítima,85 ,427   ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,SU4,23,15507,,Colisão traseira,-23.7502,-46.7097,,,,
D021801426,00812,ALONSO PERES, RUA,13822,MENDES DA ROCHA, AV ,0,               ,26/02/2018,18:00,com vítima,90 ,2030  ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,CN2,92,00812,13822,Colisão transversal,-23.4868,-46.568,,,,
D021801428,04121,SOCRATES, RUA,     ,,495,               ,25/02/2018,15:45,com vítima,99 ,1688  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SU3,16,04121,,Colisão lateral,-23.6583,-46.691,,,,
D021801430,18703,TAQUARI, RUA,     ,,100,               ,03/02/2018,15:30,com vítima,08 ,746   ,1,0,0,0,1,0,0,0,0,0,0,0,1,0,SE2,53,18703,,Choque,-23.5547,-46.5996,,VE,,
D021801433,74701,IAMBU, RUA,     ,,215,               ,05/02/2018,16:30,com vítima,70 ,380   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,76,74701,,Colisão transversal,-23.6107,-46.5124,,,,
D021801436,12307,LUIS STAMATIS, AV ,08320,GUAPIRA, AV ,0,               ,14/02/2018,01:30,com vítima,39 ,1786  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,39,08320,12307,Colisão transversal,-23.4673,-46.5838,,,,
D021801438,33066,CACHOEIRA (JARAGUA0, ES  DA ,     ,,134,               ,11/02/2018,01:20,atropelamento,74 ,988   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,42,33066,,Atropelamento,-23.431,-46.7277,,,,
D021801442,15032,ORATORIO, AV  DO ,07442,FRANCISCO FETT, RUA,0,               ,22/02/2018,13:00,com vítima,42 ,408   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,72,12047,15032,Colisão lateral,-23.5926,-46.5461,,,,
D021801446,48751,CHUVAS DE VERAO, RUA,     ,,79,               ,08/02/2018,06:00,atropelamento,53 ,795   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,LE4,47,48751,,Atropelamento,-23.5643,-46.4203,,,,
D021801448,45227,IGARAPE PRIMAVERA, TV ,     ,,0,NC             ,18/02/2018,12:55,com vítima,73 ,1695  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,39,45227,,Colisão,-23.4533,-46.5832,,,,
D021801450,38463,SCHMIDT, ES  DO ,     ,,50,               ,25/02/2018,06:36,com vítima,85 ,728   ,2,0,0,0,0,0,0,0,0,0,0,0,2,0,SU4,30,38463,,Choque,-23.7794,-46.6746,,VE,,
D021801451,06932,FEIJO, AV  REG  ,     ,,715,               ,23/02/2018,05:00,com vítima,30 ,771   ,1,0,0,0,0,0,0,0,1,0,0,0,2,0,SE2,1 ,06932,,Colisão,-23.5572,-46.5716,,,,
D021801452,43154,TANCREDO NEVES, AV  PRES ,     ,,80,               ,15/02/2018,07:28,com vítima,95 ,380   ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,TS ,34,43154,,Colisão,-23.6055,-46.6048,,,,
D021801454,15914,PEDRO DE TOLEDO, RUA,     ,,583,               ,07/02/2018,07:30,com vítima,16 ,1146  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU2,90,15914,,Colisão,-23.598,-46.6422,,,,
D021801460,21310,ANTONIO MARIA LAET, AV  DR   ,     ,,1190,               ,24/02/2018,18:00,atropelamento,39 ,823   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CN2,82,21310,,Atropelamento,-23.4721,-46.5977,,,,
D021801466,09250,SALVADOR DALI, RUA,     ,,53,               ,26/02/2018,03:30,com vítima,98 ,1677  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU3,58,09250,,Atropelamento de animal,-23.7092,-46.6551,,,,
D021801467,21084,JOAO FERNANDES C. NOVA JUNIOR, RUA,     ,,306,               ,28/02/2018,12:08,atropelamento,92 ,642   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SO3,46,21084,,Atropelamento,-23.6512,-46.7412,,,,
D021801473,11747,LEONCIO DE MAGALHAES, AV ,     ,,1004,               ,21/02/2018,07:00,com vítima,09 ,1582  ,1,0,0,0,1,0,0,0,0,0,0,0,1,0,CN2,70,11747,,Colisão,-23.4921,-46.6174,,VE,,
D021801476,08000,GIOVANNI GRONCHI, AV ,01536,JOSE MARIOTO FERREIRA, RUA MAJ  ,0,               ,08/02/2018,06:45,com vítima,89 ,1023  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO2,83,01536,8000,Colisão transversal,-23.612,-46.7285,,,,
D021801479,09170,INES, AV  STA  ,     ,,3100,               ,26/02/2018,19:35,com vítima,38 ,1347  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,51,09170,,Colisão lateral,-23.4599,-46.6434,,,,
D021801481,16703,MANUEL RODRIGUES SANTIAGO, RUA,     ,,1476,               ,14/02/2018,16:00,com vítima,50 ,2017  ,0,2,0,0,0,0,0,0,0,0,0,0,1,0,LE2,36,16703,,Colisão lateral,-23.5116,-46.3754,,,,
D021801487,16170,PERI RONCHETTI, AV ,     ,,931,               ,08/02/2018,07:41,atropelamento,38 ,436   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CN1,13,16170,,Atropelamento,-23.4586,-46.6482,,,,
D021801488,19523,VEIGA FILHO, RUA DR   ,     ,,778,               ,14/02/2018,18:00,com vítima,23 ,631   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,OE1,69,19523,,Queda moto/bicicleta,-23.5375,-46.6621,,,,
D021801492,12307,LUIS STAMATIS, AV ,     ,,200,               ,15/02/2018,22:47,com vítima,73 ,1591  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,39,12307,,Colisão frontal,-23.4678,-46.5812,,,,
D021801493,08290,GUALTER, AV  S    ,     ,,1757,               ,22/02/2018,10:30,com vítima,14 ,437   ,1,0,0,0,1,0,0,0,0,0,0,0,1,0,OE4,2 ,08290,,Choque,-23.5503,-46.7093,,VE,,
D021801496,15507,TEOTONIO VILELA, AV  SEN  ,     ,,900,               ,13/02/2018,01:07,com vítima,48 ,1347  ,0,1,1,0,0,0,0,0,0,0,0,0,1,1,SU3,23,15507,,Colisão transversal,-23.7091,-46.6993,,,,
D021801500,24478,CATAGUARINO, PCA,04752,LUIS PIRES DE MINAS, AV ,0,               ,26/02/2018,19:41,atropelamento,69 ,1931  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE3,73,04752,24478,Atropelamento,-23.5838,-46.4983,,,,
D021801504,08798,HIPODROMO, RUA,07790,GASPAR, RUA FREI ,0,               ,19/02/2018,19:00,com vítima,08 ,1093  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,53,07790,8798,Colisão transversal,-23.5481,-46.6061,,,,
D021801505,01681,ANTONIO DE PADUA DIAS, RUA,     ,,451,               ,15/02/2018,20:00,com vítima,46 ,820   ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,NO3,61,01681,,Colisão lateral,-23.4013,-46.75,,,,
D021801506,09084,IMPERADOR, ES  DO ,     ,,5133,               ,13/02/2018,05:00,com vítima,63 ,1077  ,0,1,1,0,0,0,0,0,0,0,0,0,2,0,LE2,87,09084,,Colisão frontal,-23.5142,-46.453,,,,
D021801512,02940,BASILEIA, AV ,     ,,311,               ,24/02/2018,16:00,com vítima,38 ,1289  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,51,02940,,Colisão lateral,-23.4768,-46.6458,,,,
D021801513,45593,TEXTEIS, RUA DOS,     ,,1697,               ,15/02/2018,11:44,com vítima,54 ,748   ,1,0,0,0,0,0,0,0,0,0,0,0,2,0,LE4,25,45593,,Choque,-23.5969,-46.3978,,PI,,
D021801514,11515,LACERDA FRANCO, AV ,     ,,115,               ,06/02/2018,14:15,atropelamento,06 ,461   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SU1,14,11515,,Atropelamento,-23.5635,-46.6222,,,,
D021801515,05640,CUSTODIO DE LIMA, AV  DR   ,     ,,1,               ,20/02/2018,11:00,com vítima,63 ,583   ,1,1,0,1,0,0,0,0,0,0,0,0,1,0,LE2,87,05640,,Colisão lateral,-23.498,-46.4566,,,,
D021801518,22555,JOSE PINHEIRO BORGES, AV ,     ,,100,               ,06/02/2018,07:00,com vítima,64 ,448   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE3,5 ,22555,,Colisão traseira,-23.5413,-46.4814,,,,
D021801523,15795,ADALBERTO KURT, RUA,     ,,400,               ,01/02/2018,15:20,com vítima,33 ,800   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,63,15795,,Colisão lateral,-23.4836,-46.7321,,,,
D021801527,78464,BAIA DOS PINHEIROS, RUA,     ,,0,NC             ,06/02/2018,14:20,com vítima,62 ,900007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE3,28,78464,,Choque,-23.4962,-46.4783,,PO,,
D021801531,16186,PETROLINA, RUA,     ,,16,               ,01/02/2018,16:55,atropelamento,64 ,861   ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,LE3,5 ,16186,,Atropelamento,-23.5299,-46.4816,,,,
D021801532,37209,NAGIB FARAH MALUF, AV ,37190,FRANCISCO ALBANI, RUA,0,               ,26/02/2018,13:00,com vítima,103,581   ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,LE4,47,37190,37209,Colisão transversal,-23.5456,-46.4352,,,,
D021801534,04918,JOSE ANTONIO FONTES, RUA,     ,,120,               ,15/02/2018,10:37,com vítima,70 ,480   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,76,04918,,Colisão transversal,-23.5973,-46.5236,,,,
D021801536,15887,PEDRO BUENO, AV ,     ,,850,               ,02/02/2018,23:30,com vítima,27 ,280   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU2,15,15887,,Queda moto/bicicleta,-23.6362,-46.6511,,,,
D021801541,64738,VALENCA DO MINHO, RUA,     ,,556,               ,21/02/2018,16:00,atropelamento,66 ,772   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SE3,24,64738,,Atropelamento,-23.5565,-46.4957,,,,
D021801544,17294,RODRIGO VIEIRA, RUA,     ,,181,               ,21/02/2018,13:45,com vítima,06 ,659   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,90,17294,,Colisão frontal,-23.5893,-46.6218,,,,
D021801545,04561,CASTELO BRANCO, AV  PRES ,     ,,3010,               ,08/02/2018,18:51,com vítima,12 ,975   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,TT ,56,29772,,Queda ocupante dentro,-23.5198,-46.6232,,,,
D021801546,06238,NACOES UNIDAS, AV  DAS,     ,,0,sob PTE FEPASA ,03/02/2018,23:10,com vítima,91 ,604   ,1,0,0,0,0,0,0,0,0,0,0,0,3,0,PB ,2 ,13014,,Choque,-23.5524,-46.7202,,PI,,
D021801551,11073,JOSE MARIA FERNANDES, AV ,     ,,366,               ,02/02/2018,11:50,atropelamento,90 ,262   ,1,0,0,0,0,0,0,0,0,0,0,0,2,0,CN2,89,11073,,Atropelamento,-23.5124,-46.5675,,,,
D021801552,04715,CELESTINO BOURROUL, AV  PROF ,     ,,520,               ,15/02/2018,13:02,atropelamento,40 ,653   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,50,04715,,Atropelamento,-23.5085,-46.6732,,,,
D021801557,06450,EMILIO CARLOS, AV  DEP  ,     ,,3537,               ,01/02/2018,23:35,com vítima,28 ,1010  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,13,06450,,Colisão transversal,-23.4767,-46.6707,,,,
D021801559,14767,NOVA CANTAREIRA, AV ,07816,GASPAR SOARES, RUA,0,               ,28/02/2018,12:15,com vítima,20 ,683   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,70,07816,14767,Colisão transversal,-23.4872,-46.6212,,,,
D021801560,00608,ALEMANHA, RUA,     ,,302,               ,03/02/2018,13:12,atropelamento,15 ,1173  ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,OE1,62,00608,,Atropelamento,-23.573,-46.6766,,,,
D021801564,10059,JERONIMO FURTADO, RUA GAL  ,     ,,633,               ,16/02/2018,16:00,com vítima,73 ,1729  ,0,1,0,0,0,0,0,0,0,0,0,0,2,0,CN2,39,10059,,Choque,-23.4633,-46.5683,,VE,,
D021801567,07061,FERNAO DIAS, VIA,     ,,84700,               ,12/02/2018,21:30,atropelamento,73 ,1470  ,0,0,0,1,0,0,0,0,0,0,0,0,3,0,RV1,39,07061,,Atropelamento,-23.4539,-46.5706,,,,
D021801573,10393,JOAO NERY, ES  DOM  ,     ,,2963,               ,17/02/2018,11:56,com vítima,50 ,1695  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,LE2,84,10393,,Choque,-23.5199,-46.3995,,VE,,
D021801575,06238,NACOES UNIDAS, AV  DAS,     ,,14200,               ,09/02/2018,13:30,com vítima,11 ,1402  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,PB ,71,13014,,Colisão lateral,-23.6233,-46.7033,,,,
D021801577,01429,ANHANGUERA, VIA,     ,,11000,               ,09/02/2018,07:20,com vítima,91 ,1132  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,RV1,40,01429,,Colisão lateral,-23.5113,-46.7271,,,,
D021801579,04632,CATUMBI, RUA,     ,,213,               ,08/02/2018,18:35,atropelamento,81 ,627   ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,LE1,8 ,04632,,Atropelamento,-23.5359,-46.5994,,,,
D021801585,05138,CANAL DA COCAIA, ES  DO ,     ,,5000,               ,02/02/2018,12:10,com vítima,101,1005  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SU4,30,05138,,Queda ocupante dentro,-23.7452,-46.671,,,,
D021801587,04582,CASUARINAS, RUA DAS,     ,,69,               ,14/02/2018,11:50,atropelamento,73 ,1520  ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,SU3,38,04582,,Atropelamento,-23.6449,-46.6437,,,,
D021801589,15507,TEOTONIO VILELA, AV  SEN  ,     ,,3048,               ,23/02/2018,08:40,atropelamento,101,1718  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,23,15507,,Atropelamento,-23.7285,-46.6988,,,,
D021801593,15467,PARANAGUA, AV ,     ,,2000,               ,08/02/2018,12:00,atropelamento,62 ,523   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,LE3,28,15467,,Atropelamento,-23.4878,-46.4791,,,,
D021801594,14090,MOENDA VELHA, AV  DA ,     ,,595,               ,05/02/2018,00:05,com vítima,47 ,1125  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO3,43,14090,,Colisão lateral,-23.6886,-46.7897,,,,
D021801595,06773,EUGENIO FALK, RUA,     ,,658,               ,22/02/2018,07:24,com vítima,26 ,1194  ,2,1,0,0,0,0,0,0,0,0,0,0,2,0,SU1,27,06773,,Choque,-23.6197,-46.6115,,VE,,
D021801606,12165,LUIS ANTONIO, AV  BRIG ,     ,,1920,               ,01/02/2018,12:20,com vítima,05 ,412   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO1,7 ,12165,,Colisão transversal,-23.565,-46.647,,,,
D021801607,01367,PASCHOAL GRIECO, RUA,06392,OLEGARIO PAIVA, RUA,0,               ,24/02/2018,18:00,com vítima,98 ,1440  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU3,22,01367,6392,Colisão frontal,-23.6924,-46.6416,,,,
D021801610,17637,SALOMAO VASCONCELOS, AV  DR   ,     ,,514,               ,18/02/2018,22:36,com vítima,10 ,1426  ,3,0,0,0,0,0,0,0,0,0,0,0,3,0,LE3,18,17637,,Colisão traseira,-23.5017,-46.5242,,,,
D021801613,18197,SILVA TELES, RUA,     ,,1,               ,04/02/2018,09:30,com vítima,12 ,747   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE1,10,18197,,Choque,-23.5349,-46.6155,,PS,,
D021801616,04732,CELSO DE AZEVEDO MARQUES, RUA,     ,,502,               ,05/02/2018,14:20,com vítima,18 ,169   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,53,04732,,Queda moto/bicicleta,-23.5685,-46.5929,,,,
D021801617,19708,VILA EMA, AV ,13247,MARIA FETTE, RUA,0,               ,08/02/2018,19:30,com vítima,42 ,795   ,2,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,72,13247,19708,Colisão,-23.5839,-46.5466,,,,
D021801621,11780,LEOPOLDINA, AV  IMP  ,     ,,265,               ,04/02/2018,06:40,com vítima,91 ,608   ,1,0,0,0,0,0,0,0,0,0,0,0,2,0,NO1,88,11780,,Choque,-23.5251,-46.7356,,PO,,
D021801628,02181,ARICANDUVA, AV ,     ,,10000,               ,23/02/2018,22:30,com vítima,49 ,2126  ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,SE3,73,02181,,Colisão lateral,-23.5915,-46.4756,,,,
D021801631,04754,AGOSTINHO RUBIN, AV ,67340,THEODOMIRO GARCIA, RUA,0,               ,12/02/2018,20:38,com vítima,92 ,1393  ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,SO3,19,04754,67340,Colisão,-23.6601,-46.7578,,,,
D021801639,04332,CARLOS DE CAMPOS, AV ,16015,PEDROSO DA SILVEIRA, AV ,0,               ,19/02/2018,18:50,atropelamento,12 ,1094  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE1,56,03445,9058,Atropelamento,-23.526,-46.6112,,,,
D021801642,19499,VASCO DA GAMA, RUA,07786,GASOMETRO, RUA DO ,0,               ,15/02/2018,12:59,com vítima,12 ,651   ,1,0,0,0,1,0,0,0,0,0,0,0,1,0,LE1,10,07786,19499,Colisão transversal,-23.544,-46.6221,,,,
D021801647,15032,ORATORIO, AV  DO ,11050,JOSE MACEDO, RUA,0,               ,21/02/2018,17:15,com vítima,42 ,398   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,72,11050,15032,Colisão transversal,-23.5889,-46.5532,,,,
D021801648,36081,ALBERTO BADRA, VD  ENG  ,     ,,1,               ,10/02/2018,06:38,com vítima,10 ,1176  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE3,59,36081,,Colisão traseira,-23.5291,-46.5535,,,,
D021801651,04997,CIRINO DE ABREU, RUA,     ,,86,               ,02/02/2018,14:15,com vítima,10 ,1026  ,1,0,0,0,1,0,0,0,0,0,0,0,1,0,LE1,59,04997,,Colisão,-23.5307,-46.5483,,,,
D021801653,00954,AMADOR BUENO DA VEIGA, AV ,     ,,2000,               ,12/02/2018,20:50,com vítima,10 ,1264  ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,LE1,59,00954,,Colisão lateral,-23.5218,-46.5261,,,,
D021801654,09590,ITAQUERA-GUAIANAZES, ES ,     ,,1340,               ,24/02/2018,19:30,atropelamento,103,1409  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE4,31,09590,,Atropelamento,-23.5436,-46.4216,,,,
D021801656,15507,TEOTONIO VILELA, AV  SEN  ,     ,,2500,               ,19/02/2018,08:05,com vítima,101,1588  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,23,15507,,Colisão lateral,-23.7248,-46.6994,,,,
D021801657,09044,RAGUEB CHOHFI, AV ,     ,,4240,               ,15/02/2018,18:45,com vítima,49 ,2043  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE3,33,09044,,Colisão lateral,-23.595,-46.4386,,,,
